OG0003905	rna4024	SAKL-ORF1277
OG0003906	rna1127	Mod_transcript_82
OG0003907	rna1133	SAKL-ORF1306
OG0003908	rna2528	SAKL-ORF27
OG0003909	rna2532	SAKL-ORF41
OG0003910	rna1756	SAKL-ORF787
OG0003911	rna1022	SAKL-ORF775
OG0003912	rna4234	SAKL-ORF2246
OG0003913	rna4648	SAKL-ORF7357
OG0003914	rna1325	SAKL-ORF4406
OG0003917	rna1336	SAKL-ORF4378
OG0003918	rna1340	SAKL-ORF4365
OG0003921	rna3948	SAKL-ORF1103
OG0003922	rna886	SAKL-ORF2271
OG0003924	rna4844	SAKL-ORF9663
OG0003925	rna5117	SAKL-ORF7200
OG0003927	rna5438	SAKL-ORF4001
OG0003928	rna3268	SAKL-ORF9536
OG0003929	rna1576	SAKL-ORF726
OG0003930	rna1015	SAKL-ORF749
OG0003931	rna201	SAKL-ORF515
OG0003932	rna2180	SAKL-ORF518
OG0003933	rna2177	SAKL-ORF547
OG0003934	rna182	SAKL-ORF13858
OG0003935	rna183	SAKL-ORF13862
OG0003937	rna5499	SAKL-ORF6456
OG0003938	rna3704	SAKL-ORF11025
OG0003939	rna2457	SAKL-ORF3101
OG0003941	rna3284	SAKL-ORF3200
OG0003942	rna2426	SAKL-ORF3207
OG0003943	rna1205	SAKL-ORF3964
OG0003944	rna946	SAKL-ORF9890
OG0003948	rna5897	SAKL-ORF15269
OG0003951	rna2684	SAKL-ORF4476
OG0003952	rna1302	SAKL-ORF4477
OG0003953	rna3308	SAKL-ORF8430
OG0003954	rna3295	SAKL-ORF8476
OG0003956	rna423	SAKL-ORF1656
OG0003957	rna6017	SAKL-ORF1674
OG0003960	rna386	SAKL-ORF1798
OG0003961	rna385	SAKL-ORF1799
OG0003965	rna5095	SAKL-ORF7121
OG0003966	rna2892	SAKL-ORF7187
OG0003967	rna773	SAKL-ORF5430
OG0003968	rna824	SAKL-ORF672
OG0003969	rna858	Mod_transcript_45
OG0003972	rna59	SAKL-ORF13549
OG0003973	rna5721	SAKL-ORF13967
OG0003974	rna2022	SAKL-ORF162
OG0003975	rna2077	SAKL-ORF15013
OG0003976	rna2094	SAKL-ORF15112
OG0003977	rna2828	SAKL-ORF6380
OG0003978	rna1438	SAKL-ORF10239
OG0003980	rna5229	SAKL-ORF9307
OG0003981	rna1053	SAKL-ORF923
OG0003984	rna3823	SAKL-ORF3395
OG0003985	rna3492	SAKL-ORF4520
OG0003987	rna4616	SAKL-ORF7519
OG0003990	rna2373	SAKL-ORF322
OG0003991	rna3915	SAKL-ORF959
OG0003992	rna3919	SAKL-ORF970
OG0003993	rna1079	SAKL-ORF1067
OG0003995	rna1288	SAKL-ORF3872
OG0003996	rna2608	SAKL-ORF3577
OG0003999	rna1890	SAKL-ORF8798
OG0004000	rna5529	SAKL-ORF6840
OG0004004	rna3572	SAKL-ORF2749
OG0004005	rna1485	SAKL-ORF2755
OG0004007	rna4517	SAKL-ORF13334
OG0004008	rna6084	SAKL-ORF14234
OG0004009	rna6081	SAKL-ORF14251
OG0004010	rna673	SAKL-ORF15661
OG0004011	rna429	SAKL-ORF1610
OG0004013	rna3285	TCONS_novel_00000695_2-frame_1
OG0004014	rna4678	SAKL-ORF15474
OG0004015	rna515	SAKL-ORF14961
OG0004016	rna4125	SAKL-ORF14834
OG0004017	rna3879	SAKL-ORF14297
OG0004018	rna326	SAKL-ORF13775
OG0004019	rna5764	SAKL-ORF13380
OG0004020	rna538	SAKL-ORF13053
OG0004021	rna3701	Sakl0C.mRNA.579.m
OG0004022	rna3700	Mod_transcript_25
OG0004023	rna254	SAKL-ORF10400
OG0004024	rna372	SAKL-ORF10123
OG0004025	rna240	SAKL-ORF9787
OG0004026	rna4345	SAKL-ORF9395
OG0004027	rna954	SAKL-ORF9149
OG0004028	rna3204	SAKL-ORF8891
OG0004029	rna1115, TCONS_novel_00000241-1, rna77, rna4111	Mod_transcript_35, Mod_transcript_78, Mod_transcript_41, Mod_transcript_85
OG0004030	rna1892	SAKL-ORF8553
OG0004031	rna5386	SAKL-ORF8551
OG0004032	rna3423	SAKL-ORF8285
OG0004033	rna4500	SAKL-ORF8237
OG0004034	rna4565	SAKL-ORF7725
OG0004035	rna4593	SAKL-ORF7622
OG0004036	rna4599	SAKL-ORF7603
OG0004037	rna865	SAKL-ORF7493
OG0004038	rna5130	SAKL-ORF7256
OG0004039	rna4978	SAKL-ORF6655
OG0004040	rna1984	SAKL-ORF6199
OG0004041	rna6236	SAKL-ORF6061
OG0004042	rna2340	SAKL-ORF6058
OG0004043	rna4048	SAKL-ORF5240
OG0004044	rna3348	SAKL-ORF5001
OG0004045	rna6259	SAKL-ORF4816
OG0004046	rna6279	SAKL-ORF4772
OG0004047	rna1377	SAKL-ORF4204
OG0004048	rna1235	SAKL-ORF3613
OG0004049	rna2623	SAKL-ORF3597
OG0004050	rna3495	SAKL-ORF3584
OG0004051	rna3277	SAKL-ORF3235
OG0004052	rna4251	SAKL-ORF2313
OG0004053	rna5687	SAKL-ORF2102
OG0004054	rna5654	SAKL-ORF1968
OG0004055	rna6015	SAKL-ORF1681
OG0004056	rna6027	SAKL-ORF1637
OG0004057	rna4505	SAKL-ORF1248
OG0004058	rna3930	SAKL-ORF1040
OG0004059	rna1072	SAKL-ORF1011
OG0004060	rna1788	SAKL-ORF926
OG0004061	rna1031	SAKL-ORF814
OG0004062	rna2220	SAKL-ORF590
OG0004063	rna1717	SAKL-ORF215
OG0004064	rna2029	SAKL-ORF204
OG0004065	rna2527	SAKL-ORF26
OG0004066	rna3781	SAKL-ORF23
OG0004073	rna3661	SAKL-ORF14799
OG0004074	rna3417	SAKL-ORF10832
OG0004075	rna16	SAKL-ORF8137
OG0004078	rna4415	SAKL-ORF8358
OG0004080	rna4452	SAKL-ORF4159
OG0004081	rna4275	SAKL-ORF3014
OG0004082	rna4253	SAKL-ORF2320
OG0004085	rna2234	Sakl0B.mRNA.313.p
OG0004086	rna3067	SAKL-ORF11794
OG0004087	rna2276	SAKL-ORF2217
OG0004091	rna3523	SAKL-ORF7638
OG0004094	rna3340	SAKL-ORF14658
OG0004096	rna540	SAKL-ORF13046
OG0004097	rna1461	SAKL-ORF12814
OG0004100	rna5345	SAKL-ORF10917
OG0004103	rna4699	SAKL-ORF2101
OG0004105	rna659	SAKL-ORF15611
OG0004107	rna5061	SAKL-ORF6943
OG0004108	rna2645	SAKL-ORF3722
OG0004110	rna4164	SAKL-ORF267
OG0004111	rna4172	SAKL-ORF401
OG0004115	rna1948	SAKL-ORF9585
OG0004117	rna3808	SAKL-ORF251
OG0004118	rna3893	SAKL-ORF14422
OG0004119	rna4700	SAKL-ORF2021
OG0004120	rna5629	SAKL-ORF1891
OG0004122	rna4330	TCONS_novel_00000294_1-frame_3
OG0004123	rna1604	SAKL-ORF4845
OG0004124	rna1955	SAKL-ORF6302
OG0004125	rna6052	SAKL-ORF1506
OG0004126	rna5845	SAKL-ORF15473
OG0004127	rna4674	SAKL-ORF15451
OG0004128	rna1914	SAKL.mRNA.258VL.m
OG0004129	rna3104	SAKL-ORF6318
OG0004130	rna1097	SAKL-ORF1158
OG0004133	rna4249	SAKL-ORF2303
OG0004134	rna3358	SAKL-ORF4961
OG0004137	rna3629	SAKL-ORF2662
OG0004138	rna430	SAKL-ORF1609
OG0004139	rna194	SAKL-ORF693
OG0004143	rna6096	SAKL-ORF14197
OG0004144	rna6091	SAKL-ORF14214
OG0004146	rna948	SAKL-ORF9949
OG0004148	rna3562	SAKL-ORF2710
OG0004151	rna2123	SAKL-ORF15256
OG0004152	rna4052	SAKL-ORF5265
OG0004153	rna775	SAKL-ORF5246
OG0004154	rna4840	SAKL-ORF10691
OG0004157	rna414	SAKL-ORF1686
OG0004158	rna13	SAKL-ORF8113
OG0004159	rna10	SAKL-ORF8102
OG0004160	rna4696	SAKL-ORF15569
OG0004161	rna5723	SAKL-ORF13965
OG0004163	rna457	SAKL-ORF15096
OG0004164	rna1865	SAKL-ORF14255
OG0004165	rna5656	SAKL-ORF1987
OG0004166	rna5943	SAKL-ORF1984
OG0004167	rna1165	SAKL-ORF1390
OG0004168	rna3156	SAKL-ORF9078
OG0004169	rna3871	SAKL-ORF7517
OG0004170	rna3864	SAKL-ORF7534
OG0004173	rna280	SAKL-ORF9238
OG0004174	rna1067	SAKL-ORF985
OG0004177	rna5714	SAKL-ORF14000
OG0004179	rna5840	SAKL-ORF15508
OG0004180	rna2824	SAKL-ORF15454
OG0004181	rna4548	SAKL-ORF14746
OG0004182	rna3422	SAKL-ORF14473
OG0004183	rna5718	Mod_transcript_8
OG0004184	rna330	SAKL-ORF13740
OG0004186	rna3053	SAKL-ORF12029
OG0004187	rna4079	SAKL-ORF10944
OG0004189	rna969	SAKL-ORF9196
OG0004190	rna3171	SAKL-ORF9029
OG0004191	rna3202	SAKL-ORF8879
OG0004192	rna4109	SAKL-ORF8782
OG0004193	rna5164	SAKL-ORF8525
OG0004194	rna5819	Mod_transcript_40
OG0004195	rna5409	SAKL-ORF7873
OG0004196	rna548	SAKL-ORF7859, SAKL-ORF893
OG0004197	rna3549	SAKL-ORF7751
OG0004198	rna2868	SAKL-ORF7080
OG0004200	rna1931	SAKL-ORF6269
OG0004201	rna5381, rna5382	SAKL-ORF5833
OG0004202	rna149	SAKL-ORF5180
OG0004203	rna118	SAKL-ORF5064
OG0004204	rna3344	SAKL-ORF5025
OG0004206	rna2687	SAKL-ORF4468
OG0004207	rna1382	SAKL-ORF4179
OG0004208	rna2625	SAKL-ORF3591
OG0004209	rna3837	SAKL-ORF3463
OG0004210	rna2456	SAKL-ORF3102
OG0004211	rna4306	SAKL-ORF2867
OG0004212	rna4542	SAKL-ORF2747
OG0004213	rna4232	SAKL-ORF2231
OG0004214	rna4089	SAKL-ORF1358
OG0004240	rna5289	SAKL-ORF9725
OG0004242	rna3580	SAKL-ORF15767
OG0004243	rna1564	SAKL-ORF8520
OG0004244	rna5014	Sakl0E.mRNA.318.m
OG0004247	rna3403	Sakl0G.mRNA.cn.437.p
OG0004250	rna4220	SAKL-ORF14022
OG0004252	rna693	SAKL-ORF12062
OG0004253	rna4914	SAKL-ORF12104
OG0004254	rna92	SAKL-ORF10776
OG0004255	rna4783	Sakl0D.mRNA.ld.1.m
OG0004256	rna4705	SAKL-ORF2121
OG0004259	rna4169	SAKL-ORF643
OG0004270	rna5852	SAKL-ORF15442
OG0004272	rna6289	SAKL-ORF8651
OG0004274	rna6294	SAKL-ORF9846
OG0004277	rna3380	SAKL-ORF4888
OG0004280	rna5500	SAKL-ORF6454
OG0004281	rna2028	SAKL-ORF202
OG0004287	rna4073	SAKL-ORF5361
OG0004289	rna6185	SAKL-ORF13594
OG0004291	rna3870	SAKL-ORF7524
OG0004294	rna5323	SAKL-ORF10098
OG0004296	rna2082	SAKL-ORF15063
OG0004297	rna6190	SAKL-ORF13577
OG0004298	rna1792	SAKL-ORF13139
OG0004299	rna568	SAKL-ORF12783
OG0004300	rna3130	Mod_transcript_24
OG0004301	rna3697	SAKL-ORF10919
OG0004302	rna297	SAKL-ORF9303
OG0004303	rna290	SAKL-ORF9274
OG0004304	rna622	SAKL-ORF8487
OG0004305	rna4493	SAKL-ORF8255
OG0004306	rna1596	SAKL-ORF5969
OG0004307	rna2981	SAKL-ORF5924
OG0004308	rna2955	SAKL-ORF5609
OG0004309	rna171	SAKL-ORF4932
OG0004310	rna4921	SAKL-ORF4610
OG0004311	rna1206	SAKL-ORF3960
OG0004312	rna1262	SAKL-ORF3728
OG0004313	rna1250	SAKL-ORF3679
OG0004314	rna3288	SAKL-ORF3191
OG0004315	rna2737	Sakl0G.mRNA.7040.m
OG0004316	rna3571	SAKL-ORF2741
OG0004317	rna420	SAKL-ORF1669
OG0004318	rna6023	SAKL-ORF1654
OG0004320	rna3840	SAKL-ORF370
OG0004323	rna1412	TCONS_novel_00000662_1-frame_1
OG0004370	rna955	SAKL-ORF9150
OG0004371	rna5357	SAKL-ORF9336
OG0004372	rna341	SAKL-ORF13683
OG0004381	rna1665	SAKL-ORF5482
OG0004398	rna2718	SAKL-ORF6714
OG0004408	rna2597	SAKL-ORF3557
OG0004410	rna898	SAKL-ORF10551
OG0004417	rna3196	SAKL-ORF8863
OG0004423	rna6057	SAKL-ORF7425
OG0004426	rna5147	SAKL-ORF8742
OG0004434	rna5033	SAKL-ORF6818
OG0004436	rna3884	SAKL-ORF14330
OG0004438	rna3057	TCONS_novel_00000201_1-frame_2
OG0004441	rna6095	SAKL-ORF14201
OG0004444	rna1938	SAKL-ORF8040
OG0004445	rna6058	SAKL-ORF7420
OG0004446	rna5631	SAKL-ORF1896
OG0004574	rna4185	SAKL-ORF349
OG0004587	rna1953	SAKL-ORF6304
OG0004640	rna3435	SAKL-ORF14603
OG0004641	rna1496	SAKL-ORF11503
OG0004643	rna2170	SAKL-ORF6158
OG0004644	rna1497	SAKL-ORF3427
OG0004895	rna2919	SAKL-ORF5456
OG0004922	rna3973	SAKL-ORF1202
OG0005146	rna2390	SAKL-ORF3301
OG0005666	rna2221	TCONS_novel_00000784_3-frame_3
Orthogroup	s_cerevisiae_proteins	l_waltii_v3_proteins
OG0000000	rna708, rna3426, rna1500, rna5234	Kwal_26.6680, Kwal_26.6686, Kwal_55.19582, Kwal_56.22285
OG0000000	rna3909	Kwal_55.20075
OG0000000	rna1856, rna4477	Kwal_14.854
OG0000001	rna1504	Kwal_23.4853, Kwal_23.5241
OG0000001	rna528, rna3763	Kwal_14.722
OG0000001	rna2520	Kwal_34.15711, Kwal_23.2794
OG0000001	rna2525	Kwal_56.22298
OG0000002	rna1489, rna5257, rna2166, rna2049	Kwal_56.23863
OG0000003	rna5792, rna3433, rna5222	Kwal_23.6559, Kwal_14.747, Kwal_47.16603
OG0000003	rna3779	Kwal_23.5422, Kwal_55.19832
OG0000004	rna1089, rna3949, rna3950	Kwal_26.7254, Kwal_56.23902
OG0000005	rna90, rna2151, rna91, rna2152, rna87, rna601, rna84, rna88	Kwal_49.19404, Kwal_56.22593
OG0000006	rna3233	Kwal_23.2889
OG0000006	rna3803, rna66	Kwal_14.2130
OG0000006	rna1699, rna138	Kwal_27.10817
OG0000007	rna4562	Kwal_55.20564, Kwal_26.7799
OG0000007	rna5324, rna4800	Kwal_56.23198
OG0000009	rna5578, rna5586, rna4124	Kwal_47.18089
OG0000009	rna3431	Kwal_23.6425
OG0000010	rna1940, rna5237, rna3434, rna705, rna3429, rna525, rna4327, rna1805, rna4824, rna2514, rna2519	Kwal_26.7243, Kwal_26.7673, Kwal_27.10096
OG0000011	rna915, rna317, rna100, rna2809, rna318	Kwal_23.5447
OG0000012	rna6105, rna6106	Kwal_26.8011
OG0000013	rna226	Kwal_27.10967
OG0000013	rna5127	Kwal_27.10967
OG0000013	rna226	Kwal_27.11478
OG0000013	rna5127	Kwal_27.11478
OG0000013	rna3604	Kwal_26.8328
OG0000014	rna3698	Kwal_33.14150
OG0000014	rna5087, rna2867	Kwal_23.4800
OG0000015	rna4803	Kwal_26.9577
OG0000016	rna3208, rna2415, rna3274	Kwal_33.15428, Kwal_56.23192
OG0000017	rna5405, rna4473, rna4474	Kwal_56.22510
OG0000018	rna6291	Kwal_26.9616
OG0000018	rna529, rna3762	Kwal_14.728
OG0000019	rna2511	Kwal_27.11079
OG0000020	rna5912	Kwal_27.11100
OG0000020	rna1388, rna4449	Kwal_47.18536
OG0000021	rna2294, rna3960, rna3874	Kwal_33.15540
OG0000022	rna1814, rna520, rna6290, rna2510	Kwal_34.15751
OG0000023	rna2765, rna5921	Kwal_47.16561
OG0000024	rna878	Kwal_23.4210
OG0000024	rna5150, rna4033	Kwal_0.191
OG0000025	rna621	Kwal_34.15867
OG0000026	rna1648, rna1643, rna1649	Kwal_23.5819, Kwal_34.15730
OG0000027	rna5742, rna5568, rna1362	Kwal_27.9666
OG0000028	rna5749	Kwal_26.7014
OG0000029	rna3759	Kwal_56.23626
OG0000030	rna5019, rna699, rna4320	Kwal_33.14694
OG0000031	rna4794	Kwal_26.9455
OG0000031	rna360	Kwal_56.23131
OG0000032	rna3782	Kwal_34.15770
OG0000033	rna225, rna5128	Kwal_27.10964, Kwal_27.11476
OG0000034	rna6090, rna599, rna5159	Kwal_0.299
OG0000035	rna1322, rna5535	Kwal_55.21426, Kwal_47.18084
OG0000036	rna1458, rna572	Kwal_33.13215, Kwal_33.13204
OG0000037	rna4092, rna5487, rna5608	Kwal_23.3203
OG0000038	rna5646, rna5645, rna5954	Kwal_26.8700
OG0000039	rna6018	Kwal_27.12039
OG0000039	rna1631	Kwal_47.18123
OG0000040	rna2057, rna5086	Kwal_23.3430, Kwal_23.4783
OG0000041	rna307	Kwal_27.12446
OG0000041	rna2427	Kwal_33.15500
OG0000042	rna2293	Kwal_26.7260
OG0000042	rna6086	Kwal_23.5120
OG0000043	rna214, rna1171	Kwal_27.10999
OG0000044	rna894	Kwal_26.9314
OG0000045	rna5884	Kwal_56.24087
OG0000045	rna2526	Kwal_34.15755
OG0000046	rna5705	Kwal_26.9164
OG0000046	rna2864	Kwal_23.4777
OG0000047	rna5353, rna6209, rna5832	Kwal_33.14230
OG0000048	rna5699	Kwal_26.9137
OG0000048	rna5700	Kwal_26.9119
OG0000049	rna2926, rna1660	Kwal_26.8580, Kwal_23.5887
OG0000050	rna5414	Kwal_56.22454
OG0000050	rna1441	Kwal_56.22704
OG0000051	rna709, rna3425, rna1809, rna4828	Kwal_33.15310
OG0000052	rna741	Kwal_0.16, Kwal_23.4458, Kwal_55.19721
OG0000053	rna679	Kwal_23.6415
OG0000053	rna3873	Kwal_33.15527
OG0000054	rna815, rna767	Kwal_27.12090, Kwal_56.24401
OG0000055	rna2871	Kwal_14.1204, Kwal_56.24020, Kwal_14.1215, Kwal_47.17352, Kwal_27.11629
OG0000056	rna76, rna3866	Kwal_13.691, Kwal_60.24910, Kwal_27.11219, Kwal_47.17665, Kwal_47.17031, Kwal_20.2719, Kwal_1.414, Kwal_55.19796
OG0000058	rna18, rna5777	Kwal_26.6805
OG0000059	rna3085	Kwal_33.13758
OG0000061	rna1475	Kwal_33.13088
OG0000061	rna3105	Kwal_33.13926
OG0000062	rna4896	Kwal_33.13447
OG0000062	rna4928	Kwal_23.4409
OG0000063	rna1781	Kwal_56.23509
OG0000064	rna1825	Kwal_14.1085
OG0000064	rna4537	Kwal_33.14936
OG0000066	rna758, rna808	Kwal_56.24462
OG0000068	rna3695	Kwal_33.14276, Kwal_27.12681
OG0000069	rna4405, rna2810, rna4293	Kwal_47.17074
OG0000070	rna340, rna6165	Kwal_23.3932
OG0000072	rna1446, rna5305	Kwal_56.22724
OG0000073	rna5232, rna950	Kwal_23.5161
OG0000074	rna4654, rna4653	Kwal_23.3500, Kwal_23.3507
OG0000075	rna1531, rna3312	Kwal_27.10143
OG0000076	rna5524, rna5046	Kwal_26.8439
OG0000077	rna3432	Kwal_47.18810
OG0000078	rna4575, rna1808, rna4827	Kwal_26.7725
OG0000079	rna1372, rna1516	Kwal_47.18673
OG0000080	rna41, rna5740	Kwal_26.7055
OG0000081	rna6056, rna2196	Kwal_47.17522
OG0000083	rna4309	Kwal_47.16881
OG0000084	rna4302, rna4397	Kwal_47.16988
OG0000085	rna4582, rna3530	Kwal_26.7655
OG0000086	rna3647, rna2565	Kwal_26.7886
OG0000087	rna2860	Kwal_23.4754
OG0000088	rna5349, rna918	Kwal_33.14208
OG0000089	rna4712	Kwal_26.9107
OG0000090	rna2940	Kwal_23.5804
OG0000090	rna1645	Kwal_23.2807
OG0000091	rna5189, rna670	Kwal_23.6325
OG0000092	rna5502, rna5065	Kwal_23.3007
OG0000093	rna1040, rna1772	Kwal_56.23467
OG0000094	rna689, rna5207	Kwal_23.6482
OG0000096	rna5231, rna4771, rna4347	Kwal_27.10298
OG0000098	rna5435	Kwal_0.360
OG0000099	rna4679, rna5844	Kwal_56.24375
OG0000100	rna4004, rna4008, rna4015, rna4019, rna1273	Kwal_27.12324
OG0000101	rna6252, rna2356	Kwal_47.18953
OG0000102	rna3355	Kwal_33.14395
OG0000103	rna2908, rna5129	Kwal_27.11472
OG0000104	rna2173, rna2363	Kwal_14.2299
OG0000105	rna3128	Kwal_33.14076
OG0000106	rna701	Kwal_47.17532
OG0000107	rna141, rna1698	Kwal_27.10827
OG0000108	rna1793, rna2437	Kwal_26.9446
OG0000109	rna5750, rna36	Kwal_26.7011
OG0000110	rna3677, rna3175	Kwal_14.2352
OG0000111	rna727	Kwal_23.4597
OG0000112	rna3708, rna3122	Kwal_33.14041
OG0000114	rna5797, rna4814	Kwal_14.977
OG0000116	rna1365, rna5571	Kwal_47.18743
OG0000117	rna5601, rna4150	Kwal_56.23361
OG0000118	rna2003	Kwal_47.18982
OG0000119	rna4858, rna5290	Kwal_23.5298
OG0000120	rna4863	Kwal_23.5268
OG0000121	rna5498, rna3745	Kwal_55.21843
OG0000122	rna2191, rna209	Kwal_47.17506
OG0000123	rna4792	Kwal_26.9435
OG0000124	rna3416, rna2796	Kwal_47.16781, Kwal_26.6673
OG0000125	rna1608	Kwal_47.19040
OG0000126	rna5871, rna2065	Kwal_56.24169
OG0000127	rna2069, rna5872	Kwal_56.24153
OG0000128	rna4294, rna4404	Kwal_47.17070
OG0000129	rna2229, rna4192	Kwal_14.1302
OG0000130	rna248, rna951	Kwal_27.12693
OG0000131	rna3099	Kwal_33.13881
OG0000132	rna2278, rna4230	Kwal_26.9288
OG0000133	rna381, rna6035	Kwal_27.11927
OG0000134	rna4317, rna6268	Kwal_23.5336
OG0000135	rna4584, rna3525	Kwal_26.7628
OG0000136	rna3333, rna3452	Kwal_27.9948
OG0000137	rna4408	Kwal_14.807
OG0000138	rna550	Kwal_33.13115
OG0000139	rna1465, rna556	Kwal_33.13143
OG0000140	rna1463	Kwal_33.13154
OG0000141	rna4036	Kwal_33.13241
OG0000142	rna4039, rna1451	Kwal_33.13256
OG0000143	rna1450	Kwal_33.13263
OG0000144	rna1506, rna4891	Kwal_33.13401
OG0000145	rna5317	Kwal_56.22623
OG0000146	rna921, rna94	Kwal_27.9752
OG0000147	rna4155, rna5606	Kwal_14.1874
OG0000148	rna437, rna2147	Kwal_14.1834
OG0000149	rna441, rna2141	Kwal_14.1803
OG0000150	rna4782	Kwal_27.10204
OG0000151	rna1647, rna2941	Kwal_23.5807
OG0000152	rna5193, rna671	Kwal_23.6344
OG0000153	rna654	Kwal_23.6225
OG0000154	rna5178, rna651	Kwal_23.6208
OG0000155	rna3776, rna702	Kwal_55.20722
OG0000156	rna5860, rna4670	Kwal_56.24259
OG0000157	rna4662	Kwal_56.24212
OG0000158	rna4066, rna792	Kwal_56.24561
OG0000159	rna5418, rna1509	Kwal_56.22387
OG0000160	rna3675, rna3176	Kwal_14.2364
OG0000161	rna3177, rna3674	Kwal_14.2369
OG0000162	rna255	Kwal_23.5196
OG0000163	rna1725, rna2018	Kwal_47.17211
OG0000164	rna5630	Kwal_26.8629
OG0000164	rna5963	Kwal_26.8630
OG0000165	rna5642	Kwal_26.8680
OG0000166	rna4167	Kwal_14.2313
OG0000167	rna1197, rna6055	Kwal_27.11821
OG0000168	rna5523, rna5047	Kwal_26.8433
OG0000169	rna64, rna5433	Kwal_47.17202
OG0000170	rna2317, rna6206	Kwal_55.20479
OG0000171	rna2345, rna6238	Kwal_55.21238
OG0000172	rna3957	Kwal_56.23925
OG0000173	rna3959	Kwal_56.23930
OG0000174	rna1095, rna3962	Kwal_27.11253
OG0000175	rna4093, rna1145	Kwal_23.3213
OG0000176	rna850	Kwal_23.3623
OG0000177	rna2351, rna6244	Kwal_47.18919
OG0000178	rna4246, rna882	Kwal_23.4240
OG0000179	rna5276, rna1816	Kwal_55.22012
OG0000180	rna195, rna5227, rna2817, rna3043	Kwal_17.2691, Kwal_14.2126
OG0000181	rna837, rna2060	Kwal_23.3464
OG0000182	rna1279, rna2663	Kwal_55.20214
OG0000183	rna5328, rna361	Kwal_56.23144
OG0000184	rna5900, rna2122	Kwal_56.23954
OG0000185	rna1682, rna1599	Kwal_33.14817
OG0000186	rna1692, rna150	Kwal_27.10865
OG0000187	rna1694, rna146	Kwal_27.10842
OG0000188	rna1708	Kwal_27.10733
OG0000189	rna2688, rna1305	Kwal_55.21529
OG0000190	rna860, rna4627	Kwal_34.15827
OG0000191	rna5988, rna393	Kwal_27.12245
OG0000192	rna5987	Kwal_27.12262
OG0000193	rna3194	Kwal_0.26
OG0000194	rna1425, rna5436	Kwal_47.18246
OG0000195	rna3686, rna3153	Kwal_26.7289
OG0000196	rna2100, rna466	Kwal_14.1619
OG0000197	rna2292, rna6186	Kwal_23.3747
OG0000198	rna5731, rna4736	Kwal_34.15876
OG0000199	rna1047, rna1784	Kwal_56.23522
OG0000200	rna3162, rna3685	Kwal_26.7346
OG0000201	rna2399, rna5789	Kwal_33.15041, Kwal_56.22367
OG0000202	rna48	Kwal_26.7105
OG0000203	rna5457, rna1221	Kwal_55.21582
OG0000204	rna1526, rna3314	Kwal_27.10088
OG0000205	rna1533, rna3311	Kwal_27.10150
OG0000206	rna4603, rna3857	Kwal_47.17726
OG0000207	rna1055, rna3911	Kwal_56.23577
OG0000208	rna1059, rna3917	Kwal_56.23791
OG0000209	rna516, rna3920	Kwal_56.23759
OG0000210	rna3924	Kwal_56.23717
OG0000211	rna5587, rna4127	Kwal_56.23236
OG0000212	rna4116, rna5585	Kwal_56.22550
OG0000213	rna5034	Kwal_33.14767
OG0000214	rna5342, rna906	Kwal_56.22836
OG0000216	rna5799, rna1946	Kwal_14.741, Kwal_23.6568
OG0000217	rna3050	Kwal_47.16599, Kwal_35.16318, Kwal_43.16494, Kwal_23.6598, TCONS_novel_00000798_2-frame_2, TCONS_novel_00000798_3-frame_2
OG0000223	rna1807, rna4826, rna4574	Kwal_26.7728
OG0000224	rna1621, rna1981	Kwal_47.19154
OG0000225	rna2259, rna4214	Kwal_14.1284
OG0000226	rna4086, rna1161	Kwal_23.3122
OG0000227	rna2382, rna2155	Kwal_26.7462
OG0000228	rna2467, rna2747	Kwal_56.24698
OG0000229	rna2746, rna2466	Kwal_33.14899
OG0000230	rna2675, rna1293	Kwal_55.20082
OG0000231	rna2203, rna72	Kwal_47.17576
OG0000232	rna2759, rna2478	Kwal_23.4381
OG0000233	rna4438, rna1402	Kwal_47.18450
OG0000234	rna1404, rna4437	Kwal_47.18439
OG0000235	rna2070, rna5873	Kwal_56.24151
OG0000236	rna4274, rna3467	Kwal_23.4051
OG0000237	rna875, rna4258	Kwal_23.4179
OG0000238	rna2785, rna2786	Kwal_47.16693
OG0000239	rna3397, rna4376	Kwal_47.16644
OG0000240	rna4310, rna4384	Kwal_47.16872
OG0000241	rna4208, rna2247	Kwal_14.1408
OG0000242	rna339, rna6161	Kwal_23.3955
OG0000243	rna328	Kwal_27.12613
OG0000244	rna6260	Kwal_55.21937, Kwal_55.21941
OG0000245	rna2338, rna6234	Kwal_55.21187
OG0000246	rna2332, rna6226	Kwal_55.21150
OG0000247	rna3519, rna4596	Kwal_26.7613
OG0000248	rna4590, rna3522	Kwal_26.7587
OG0000249	rna2265, rna4215	Kwal_47.18059
OG0000250	rna561, rna1462	Kwal_33.13166
OG0000252	rna2739, rna4903	Kwal_33.13486
OG0000253	rna2143, rna439	Kwal_14.1812
OG0000254	rna1651, rna2938	Kwal_23.5831
OG0000255	rna5916, rna5670	Kwal_26.8893
OG0000256	rna1247, rna2609	Kwal_47.18187
OG0000257	rna4633	Kwal_34.15792, Kwal_34.15794
OG0000258	rna204, rna2183	Kwal_47.17437
OG0000259	rna5058, rna5508	Kwal_23.2959
OG0000260	rna1349, rna5431	Kwal_56.24573
OG0000261	rna1041, rna1775	Kwal_56.23453
OG0000262	rna4184, rna2214	Kwal_47.17678
