Orthogroup	k_lactis_proteins	l_kluyveri_v2_proteins	l_thermotolerans_proteins	l_waltii_v3_proteins	n_castellii_proteins	s_bayanus_proteins	s_cerevisiae_proteins	s_kudriavzevii_proteins	s_mikatae_proteins	s_paradoxus_proteins	schizo_pombe_proteins
OG0002644	rna5255	SAKL-ORF14083, SAKL-ORF9570	rna2147	Kwal_26.9612			rna1811	Skud_6.2	Smik_13.1	Spar_6.15	rna4944, rna6858
OG0002645	rna5259	SAKL-ORF14236	rna94	Kwal_23.5103	rna5700	Sbay_16.310	rna6082	Skud_16.275	Smik_16.228	Spar_16.330	rna3003
OG0002646	rna5262	SAKL-ORF14243	rna97	Kwal_23.5091	rna5703	Sbay_16.305	rna6077	Skud_16.270	Smik_16.222	Spar_16.325	rna3425
OG0002647	rna5263	SAKL-ORF14244	rna98	Kwal_23.5086	rna361	Sbay_16.306	rna6078	Skud_16.271	Smik_16.223	Spar_16.326	rna2740
OG0002648	rna5264	SAKL-ORF14247	rna99	Kwal_23.5082	rna362	Sbay_16.307	rna6079	Skud_16.272	Smik_16.224	Spar_16.327	rna1445
OG0002649	rna5265	SAKL-ORF14249	rna100	Kwal_23.5080	rna363	Sbay_16.308	rna6080	Skud_16.273	Smik_16.225	Spar_16.328	rna6738
OG0002650	rna5267	SAKL-ORF15668	rna300	Kwal_23.6358	rna3649	Sbay_3.115	rna675	Skud_3.151	Smik_3.178	Spar_3.181	rna4445
OG0002651	rna5275	SAKL-ORF5558	rna172	Kwal_23.5769	rna1406	Sbay_9.154	rna2946	Skud_9.123	Smik_9.144	Spar_9.135	rna759
OG0002652	rna5277	SAKL-ORF5565	rna169	Kwal_47.18172	rna1404	Sbay_9.156	rna2948	Skud_9.125	Smik_9.147	Spar_9.137	rna933
OG0002653	rna5279	SAKL-ORF5569	rna167	Kwal_47.18163	rna3978	Sbay_5.157	rna1638	Skud_5.164	Smik_5.179	Spar_5.193	rna5200
OG0002654	rna5280	SAKL-ORF5571	rna166	Kwal_47.18159	rna1403	Sbay_9.157	rna2949	Skud_9.126	Smik_9.148	Spar_9.138	rna5912
OG0002655	rna5282	SAKL-ORF5644	rna2323	Kwal_55.20363	rna1384	Sbay_9.168	rna2960	Skud_9.137	Smik_9.159	Spar_9.150	rna970
OG0002656	rna5294	SAKL-ORF6730	rna611	Kwal_33.14613	rna2324	Sbay_15.328	rna2713	Skud_8.192	Smik_8.212	Spar_8.223	rna3677
OG0002657	rna5298	SAKL-ORF1611	rna2665	Kwal_27.11964	rna2744	Sbay_16.253	rna6030	Skud_16.221	Smik_16.175	Spar_16.269	rna4957
OG0002658		SAKL-ORF14668, SAKL-ORF9621	rna3753	Kwal_55.22112	rna2975	Sbay_15.19	rna5266	Skud_15.13	Smik_15.13	Spar_15.29	rna4713
OG0002659		SAKL-ORF14408	rna4595	Kwal_14.1159	rna2913	Sbay_6.26	rna1835	Skud_6.38	Smik_6.46	Spar_6.50	rna2228, rna6556
OG0002660		SAKL-ORF14181	rna4523	Kwal_14.1542	rna522	Sbay_7.98	rna2041	Skud_7.106	Smik_7.106	Spar_7.113	rna231, rna6425
OG0002661		SAKL-ORF12929	rna2917	Kwal_33.13101	rna17	Sbay_2.706	rna1472	Skud_4.798	Smik_4.804	Spar_4.895	rna1870, rna4343
OG0002662		SAKL-ORF2093, SAKL-ORF9446, SAKL-ORF9852, SAKL-ORF9855, SAKL-ORF9864	rna1334, rna793, rna794, rna795, rna796, rna806								
OG0002663		SAKL-ORF8461, SAKL-ORF8464	rna4949, rna5288	Kwal_34.16055	rna858	Sbay_12.121	rna3300	Skud_10.256	Smik_10.311	Spar_10.302	
OG0002664		SAKL-ORF7085	rna4180	Kwal_23.4814	rna2254, rna2896	Sbay_9.70, Sbay_9.71	rna2869	Skud_9.48	Smik_9.48	Spar_9.53	
OG0002665		SAKL-ORF5933			rna4166, rna5379	Sbay_15.188, Sbay_9.192		Skud_15.174, Skud_9.159	Smik_15.185, Smik_9.181	Spar_15.206, Spar_9.182	
OG0002666		SAKL-ORF3044	rna1989	Kwal_23.4109	rna5800	Sbay_10.527	rna4271	Skud_12.495	Smik_12.497	Spar_12.550	rna2025, rna6060
OG0002667		SAKL-ORF2555	rna783	Kwal_26.9598	rna3396	Sbay_13.495	rna4801	Skud_13.478	Smik_13.521	Spar_13.502	rna3587, rna6408
OG0002668		SAKL-ORF1122	rna351, rna4315	Kwal_56.23906	rna2862	Sbay_10.219	rna3952	Skud_12.195	Smik_12.189	Spar_12.206	rna242
OG0002669		SAKL-ORF596					rna2522	Skud_13.8, Skud_19.5, Skud_67.1, Skud_67.2, Skud_69.1	Smik_18.2	Spar_3.225, Spar_3.226, Spar_8.4	
OG0002670			rna4075	Kwal_23.5572	rna682	Sbay_13.79, Sbay_15.215	rna2605	Skud_8.85	Smik_8.96	Spar_8.102	rna3088, rna3137
OG0002671						Sbay_12.259, Sbay_7.1	rna2798, rna5233	Skud_14.405, Skud_8.277	Smik_14.400, Smik_15.565, Smik_8.300	Spar_14.440, Spar_8.321	
OG0002672							rna2804, rna2821, rna5254, rna98	Skud_9.1	Smik_19.13, Smik_22.4, Smik_9.1	Spar_15.14, Spar_8.340, Spar_9.3	
OG0002673	rna15	SAKL-ORF6400	rna2160	Kwal_55.19655	rna4524		rna2835	Skud_9.14	Smik_9.15	Spar_9.18	rna843
OG0002674	rna17	SAKL-ORF6404	rna2162	Kwal_55.19663	rna317	Sbay_11.334	rna3754	Skud_11.337	Smik_11.361	Spar_11.391	
OG0002675	rna22		rna2168	Kwal_55.19691	rna4527	Sbay_9.38	rna2839	Skud_9.18	Smik_9.19	Spar_9.22	rna5411
OG0002676	rna34		rna3797	Kwal_47.19253	rna3682	Sbay_7.21	rna1965	Skud_7.27	Smik_7.21	Spar_7.28	rna4218
OG0002677	rna37	SAKL-ORF6262	rna3800	Kwal_47.19240	rna4496	Sbay_12.11	rna1930	Skud_6.137	Smik_7.366	Spar_6.161	
OG0002678	rna47	SAKL-ORF6243	rna3810	Kwal_47.19198	rna4492	Sbay_12.16	rna1925		Smik_7.361	Spar_6.156	rna1858
OG0002679	rna48	SAKL-ORF6242	rna3811	Kwal_47.19191	rna3691, rna4491	Sbay_12.17		Skud_6.131	Smik_7.360	Spar_6.155	
OG0002680	rna53	SAKL-ORF6226	rna3816	Kwal_47.19171	rna3695	Sbay_7.34	rna1979	Skud_7.40	Smik_7.34	Spar_7.41	
OG0002681	rna56	SAKL-ORF6219	rna3819	Kwal_47.19160	rna4486	Sbay_5.139	rna1623	Skud_5.149	Smik_5.164	Spar_5.176	
OG0002682	rna58	SAKL-ORF6212	rna3821	Kwal_47.19149	rna4484	Sbay_5.137	rna1619	Skud_5.147	Smik_5.161	Spar_5.174	
OG0002683	rna60	SAKL-ORF6207	rna3823	Kwal_47.19143	rna3698	Sbay_7.39	rna1983	Skud_7.48	Smik_7.43	Spar_7.46	
OG0002684	rna63	SAKL-ORF6198	rna3827	Kwal_47.19110	rna4481	Sbay_5.132	rna1615	Skud_5.143	Smik_5.157	Spar_5.170	
OG0002685	rna73	SAKL-ORF4200	rna3930	Kwal_47.18631	rna5207	Sbay_13.155		Skud_13.147	Smik_13.144	Spar_13.147	rna1214
OG0002686	rna74	SAKL-ORF4207	rna3928	Kwal_47.18646	rna5206	Sbay_13.156	rna4460	Skud_13.148	Smik_13.145	Spar_13.148	
OG0002687	rna1985, rna76	SAKL-ORF4221	rna3926	Kwal_47.18650		Sbay_2.597	rna1375	Skud_4.694	Smik_4.695	Spar_4.788	
OG0002688	rna83	SAKL-ORF4235	rna3918	Kwal_47.18688	rna1268		rna1519	Skud_5.38	Smik_5.36	Spar_5.24	rna6843
OG0002689	rna91	SAKL-ORF4253	rna3909	Kwal_47.18734	rna5200	Sbay_13.118	rna4423	Skud_13.106	Smik_13.107	Spar_13.112	
OG0002690	rna92	SAKL-ORF4254	rna3907	Kwal_47.18737	rna3702	Sbay_13.119	rna4424	Skud_13.107	Smik_13.108	Spar_13.113	
OG0002691	rna98	SAKL-ORF4265	rna3901	Kwal_47.18757	rna5197	Sbay_8.209	rna5573	Skud_15.322	Smik_15.338	Spar_15.351	
OG0002692	rna101	SAKL-ORF4269	rna3898	Kwal_47.18768	rna5194	Sbay_8.212	rna5576	Skud_15.325	Smik_15.341	Spar_15.354	
OG0002693	rna109	SAKL-ORF14085	rna4545	Kwal_14.1420	rna356	Sbay_10.453	rna4210	Skud_12.437	Smik_12.440	Spar_12.490	
OG0002694	rna110	SAKL-ORF14084	rna4544	Kwal_14.1428	rna210, rna357	Sbay_7.326		Skud_7.338	Smik_6.126	Spar_7.353	
OG0002695	rna113	SAKL-ORF14072	rna4540	Kwal_14.1439	rna5747	Sbay_10.455		Skud_12.439	Smik_12.442	Spar_12.492	rna6043
OG0002696	rna118	SAKL-ORF14055	rna4576	Kwal_14.1273	rna215	Sbay_7.334	rna2261	Skud_7.350	Smik_6.136	Spar_7.364	
OG0002697	rna119	SAKL-ORF14048	rna4577	Kwal_14.1269	rna216	Sbay_7.335	rna2262	Skud_7.351	Smik_6.137	Spar_7.365	
OG0002698	rna126	SAKL-ORF14795	rna1607	Kwal_26.7944	rna502	Sbay_11.237	rna3662	Skud_11.236	Smik_11.261	Spar_11.286	
OG0002699	rna127	SAKL-ORF14794	rna1608	Kwal_26.7946	rna501	Sbay_11.238	rna3663	Skud_11.237	Smik_11.262	Spar_11.287	
OG0002700	rna130	SAKL-ORF14192	rna4518	Kwal_27.11062	rna889	Sbay_6.74	rna1879	Skud_6.84	Smik_6.91	Spar_6.104	
OG0002701	rna132		rna4522	Kwal_14.1543	rna523	Sbay_7.97		Skud_7.105	Smik_7.105	Spar_7.112	rna232, rna6426
OG0002702	rna133	SAKL-ORF14180	rna4524		rna521	Sbay_7.99	rna2042	Skud_7.107	Smik_7.107	Spar_7.114	rna2050
OG0002703	rna142		rna2589	Kwal_27.11645	rna2784	Sbay_4.46	rna749	Skud_4.55	Smik_4.38	Spar_4.63	rna224
OG0002704	rna152		rna1360	Kwal_26.6819	rna5337	Sbay_8.419	rna5776	Skud_15.530	Smik_15.546	Spar_15.581	rna6158
OG0002705	rna153	SAKL-ORF8158	rna1361	Kwal_26.6821	rna769	Sbay_1.17	rna21	Skud_1.13	Smik_1.16	Spar_1.20	
OG0002706	rna158	SAKL-ORF8167	rna1366	Kwal_26.6840	rna5335	Sbay_8.417	rna5774	Skud_15.528	Smik_15.544	Spar_15.579	
OG0002707	rna161		rna1369	Kwal_26.6856	rna5333	Sbay_8.414	rna5772	Skud_15.526	Smik_15.542	Spar_15.577	rna5024
OG0002708	rna174	SAKL-ORF13486	rna1417	Kwal_26.7083	rna4261	Sbay_1.42	rna47	Skud_1.37	Smik_1.42	Spar_1.45	
OG0002709	rna178	SAKL-ORF1377	rna3227		rna1880	Sbay_2.382	rna1162	Skud_4.477	Smik_4.461	Spar_4.528	rna4324
OG0002710	rna1405, rna188		rna546	Kwal_33.14878	rna3065	Sbay_13.237	rna4542	Skud_13.219	Smik_13.242	Spar_13.233	
OG0002711	rna201		rna1486	Kwal_26.7452	rna3117	Sbay_7.455	rna2383	Skud_7.490	Smik_6.272	Spar_7.503	rna6466
OG0002712	rna209	SAKL-ORF488	rna2465	Kwal_47.17457	rna161	Sbay_7.263	rna2188	Skud_7.271	Smik_7.274	Spar_7.284	
OG0002713	rna213	SAKL-ORF473	rna2469	Kwal_47.17481	rna349		rna207	Skud_2.104	Smik_2.113	Spar_2.129	rna1949
OG0002714	rna216	SAKL-ORF465	rna2472	Kwal_47.17495	rna350	Sbay_2.120	rna208	Skud_2.105	Smik_2.114	Spar_2.130	
OG0002715	rna222	SAKL-ORF2396	rna4666	Kwal_56.24764	rna4062	Sbay_7.547	rna2475	Skud_7.584	Smik_16.56	Spar_7.612	
OG0002716	rna230	SAKL-ORF2376	rna4674	Kwal_56.24709	rna4059	Sbay_7.546	rna2474	Skud_7.583	Smik_16.57	Spar_7.611	
OG0002717	rna231	SAKL-ORF2371	rna4675	Kwal_56.24705	rna4058	Sbay_7.544	rna2473	Skud_7.582	Smik_16.58	Spar_7.610	
OG0002718	rna233	SAKL-ORF2367	rna4681	Kwal_56.24680	rna4056	Sbay_7.542	rna2471	Skud_7.580	Smik_16.60	Spar_7.607	
OG0002719	rna240	SAKL-ORF2348	rna543	Kwal_33.14890	rna4134	Sbay_7.532	rna2464	Skud_7.574	Smik_16.66	Spar_7.600	
OG0002720	rna253		rna3121	Kwal_33.13980	rna5590	Sbay_6.223	rna3114	Skud_10.72	Smik_10.90	Spar_10.91	rna797
OG0002721	rna256	SAKL-ORF11307	rna3118	Kwal_33.13968	rna5592	Sbay_6.225	rna3112	Skud_10.70	Smik_10.88	Spar_10.89	
OG0002722	rna257	SAKL-ORF11316	rna3117	Kwal_33.13961	rna5593	Sbay_6.226	rna3111	Skud_10.69	Smik_10.87	Spar_10.88	
OG0002723	rna258	SAKL-ORF11322	rna3116	Kwal_33.13958	rna5594	Sbay_6.227	rna3110	Skud_10.68	Smik_10.86	Spar_10.87	
OG0002724	rna260	SAKL-ORF11333	rna3114	Kwal_33.13949	rna2431	Sbay_6.228	rna3109	Skud_10.67	Smik_10.85	Spar_10.86	
OG0002725	rna264	SAKL-ORF11356	rna3110	Kwal_33.13934	rna2433	Sbay_11.299	rna3720	Skud_11.300	Smik_11.326	Spar_11.354	
OG0002726	rna265	SAKL-ORF11364	rna3109	Kwal_33.13930	rna5595	Sbay_6.229	rna3106	Skud_10.66	Smik_10.84	Spar_10.85	
OG0002727	rna277	SAKL-ORF11678	rna3066	Kwal_33.13731	rna5616	Sbay_6.259	rna3080	Skud_10.38	Smik_10.53	Spar_10.53	
OG0002728	rna280	SAKL-ORF11658	rna3069	Kwal_33.13743	rna5614	Sbay_6.257	rna3082	Skud_10.40	Smik_10.55	Spar_10.55	
OG0002729	rna283	SAKL-ORF11640	rna3071	Kwal_33.13756	rna5612	Sbay_6.254	rna3084	Skud_10.42	Smik_10.57	Spar_10.57	
OG0002730	rna288		rna3076	Kwal_YGOB_33.13788	rna5609	Sbay_6.249	rna3088	Skud_10.46	Smik_10.62	Spar_10.63	rna3007
OG0002731	rna291	SAKL-ORF11579	rna3079	Kwal_33.13806	rna2449	Sbay_11.49	rna3480	Skud_11.51	Smik_11.55	Spar_11.74	
OG0002732	rna292		rna3080	Kwal_33.13811	rna2448	Sbay_11.50	rna3481	Skud_11.52	Smik_11.56	Spar_11.75	rna5392
OG0002733	rna296	SAKL-ORF11547	rna3084	Kwal_33.13825	rna2446	Sbay_11.52	rna3483	Skud_11.54	Smik_11.58	Spar_11.77	
OG0002734	rna305	SAKL-ORF3891	rna2253		rna5133	Sbay_15.284	rna2674	Skud_8.151	Smik_8.168	Spar_8.174	rna1784
OG0002735	rna311	Mod_transcript_69	rna2219	Kwal_55.19929	rna824	Sbay_2.423	rna1202	Skud_4.519	Smik_4.504		rna1765
OG0002736	rna312	SAKL-ORF3979	rna2218	Kwal_55.19926	rna735	Sbay_8.79	rna5443	Skud_15.191	Smik_15.204	Spar_15.222	
OG0002737	rna314	SAKL-ORF3982	rna2216	Kwal_55.19921	rna826	Sbay_2.652	rna1428	Skud_4.752	Smik_4.755	Spar_4.846	
OG0002738	rna315	SAKL-ORF3983	rna4018	Kwal_47.18229	rna4590	Sbay_8.78	rna5442	Skud_15.190	Smik_15.203	Spar_15.221	
OG0002739	rna320	SAKL-ORF9722	rna43	Kwal_23.5312	rna3003	Sbay_15.42	rna5288	Skud_15.35	Smik_15.35	Spar_15.53	
OG0002740	rna322	SAKL-ORF9725	rna45	Kwal_23.5306	rna3004	Sbay_15.43	rna5289	Skud_15.36	Smik_15.36	Spar_15.54	
OG0002741	rna326	SAKL-ORF9738	rna49	Kwal_23.5281	rna1033	Sbay_14.43	rna4860	Skud_14.41	Smik_14.35		rna2434
OG0002742	rna327	SAKL-ORF9741	rna50	Kwal_23.5277	rna1032	Sbay_14.44	rna4861	Skud_14.42	Smik_14.36	Spar_14.40	
OG0002743	rna328	SAKL-ORF9743	rna51	Kwal_23.5273	rna1031	Sbay_14.45	rna4862	Skud_14.43	Smik_14.37	Spar_14.41	
OG0002744	rna330	SAKL-ORF9747	rna53	Kwal_23.5266	rna3009	Sbay_15.49	rna5294	Skud_15.41	Smik_15.41	Spar_15.59	
OG0002745	rna331	SAKL-ORF9748	rna54	Kwal_23.5265	rna3010	Sbay_15.50	rna5295	Skud_15.42	Smik_15.42	Spar_15.60	
OG0002746	rna334	SAKL-ORF6465	rna3690	Kwal_55.21835	rna4541	Sbay_8.128	rna5496	Skud_15.244	Smik_15.257	Spar_15.286	
OG0002747	rna340	SAKL-ORF4604	rna3683	Kwal_55.21805	rna328	Sbay_11.322	rna3742	Skud_11.323	Smik_11.349		rna4335
OG0002748	rna349		rna3674	Kwal_55.21767	rna4547	Sbay_11.317	rna3737	Skud_11.318	Smik_11.344	Spar_11.372	rna2186
OG0002749	rna353	SAKL-ORF8374	rna929	Kwal_27.10075	rna4942		rna4418	Skud_13.103	Smik_13.102	Spar_13.108	rna5041
OG0002750	rna354	SAKL-ORF8373	rna928	Kwal_27.10069	rna1363	Sbay_12.138	rna3317	Skud_10.272	Smik_10.334	Spar_10.323	
OG0002751	rna357	SAKL-ORF8360	rna925	Kwal_27.10053	rna4847	Sbay_13.112	rna4416	Skud_13.101	Smik_13.100	Spar_13.106	
OG0002752	rna359	SAKL-ORF8356	rna923	Kwal_27.10037	rna4849	Sbay_13.110	rna4414	Skud_13.99	Smik_13.98	Spar_13.103	
OG0002753	rna361	SAKL-ORF8351	rna920	Kwal_27.10030	rna4851	Sbay_13.108	rna4412	Skud_13.97	Smik_13.96	Spar_13.101	
OG0002754	rna368	SAKL-ORF8621	rna5217	Kwal_0.374	rna933	Sbay_15.200	rna2590	Skud_8.69	Smik_8.82	Spar_8.84	
OG0002755	rna370	SAKL-ORF8618	rna5218		rna935	Sbay_15.202	rna2592	Skud_8.71	Smik_8.84	Spar_8.86	rna3274
OG0002756	rna371	SAKL-ORF8614	rna5219	Kwal_0.379	rna936		rna2593	Skud_8.72	Smik_8.86	Spar_8.87	rna4711
OG0002757	rna377	SAKL-ORF8688	rna5193		rna3040	Sbay_3.15	rna591	Skud_3.55	Smik_3.78	Spar_3.74	rna4463
OG0002758	rna388	SAKL-ORF433	rna2486		rna5745	Sbay_1.75	rna74	Skud_1.65	Smik_1.71	Spar_1.80	rna3223
OG0002759	rna389	SAKL-ORF434	rna2485	Kwal_47.17555	rna665	Sbay_7.278	rna2201	Skud_7.283	Smik_7.286	Spar_7.296	
OG0002760	rna390	SAKL-ORF435	rna2484	Kwal_47.17554	rna666	Sbay_7.277	rna2200	Skud_7.282	Smik_7.285	Spar_7.295	
OG0002761	rna403	SAKL-ORF2415	rna722	Kwal_23.4370	rna3279	Sbay_15.378	rna2764	Skud_8.242	Smik_8.262	Spar_8.276	
OG0002762	rna408	SAKL-ORF2429	rna727	Kwal_23.4356	rna4300	Sbay_15.385	rna2770	Skud_8.247	Smik_8.272	Spar_8.291	
OG0002763	rna409	SAKL-ORF2430	rna728	Kwal_23.4354		Sbay_7.555	rna2482	Skud_7.591	Smik_16.49	Spar_7.619	rna4235
OG0002764	rna421	SAKL-ORF2455	rna740	Kwal_23.4291	rna4319	Sbay_7.562	rna2488		Smik_16.43	Spar_7.626	rna3883
OG0002765	rna423	SAKL-ORF2460	rna742	Kwal_23.4280	rna4073	Sbay_7.563	rna2489	Skud_7.598	Smik_16.42	Spar_7.629	
OG0002766	rna424	SAKL-ORF2463	rna743	Kwal_23.4276	rna4317	Sbay_13.481	rna4788	Skud_13.465	Smik_13.507	Spar_13.489	
OG0002767	rna436	SAKL-ORF2485	rna756	Kwal_26.9455	rna4310	Sbay_13.487	rna4794	Skud_13.471	Smik_13.514	Spar_13.495	
OG0002768	rna438	SAKL-ORF2490	rna758	Kwal_26.9460	rna4308	Sbay_7.570	rna2496	Skud_7.607	Smik_16.34		rna462
OG0002769	rna440	SAKL-ORF2493	rna760	Kwal_26.9468	rna4082	Sbay_7.572	rna2498	Skud_7.609	Smik_16.32		rna2536
OG0002770	rna441	SAKL-ORF2495	rna761	Kwal_26.9475	rna3437	Sbay_13.489	rna4796	Skud_13.473	Smik_13.516	Spar_13.497	
OG0002771	rna444	SAKL-ORF2501	rna764	Kwal_26.9483	rna3388	Sbay_13.507	rna4811	Skud_13.488		Spar_13.513	rna1811
OG0002772	rna446	SAKL-ORF2506	rna766	Kwal_26.9492	rna3390	Sbay_13.505	rna4809	Skud_13.486	Smik_13.529	Spar_13.511	
OG0002773	rna447	SAKL-ORF13250	rna2084	Kwal_47.16770	rna660	Sbay_15.412		Skud_8.273	Smik_8.296	Spar_8.315	rna2044
OG0002774	rna454	SAKL-ORF13219, SAKL-ORF6338		Kwal_27.10167	rna3671	Sbay_7.7	rna1950	Skud_7.13	Smik_7.7	Spar_7.14	
OG0002775	rna463	Mod_transcript_33	rna1148	Kwal_56.22982	rna5099, rna5490	Sbay_4.278	rna264		Smik_2.169	Spar_2.193	
OG0002776	rna466	SAKL-ORF9170	rna1151	Kwal_56.22975	rna1084	Sbay_2.172	rna961	Skud_4.274	Smik_4.256	Spar_4.304	
OG0002777	rna472		rna5242	Kwal_34.16268	rna3203	Sbay_6.83	rna1882	Skud_6.94	Smik_7.314	Spar_6.109	rna1830
OG0002778	rna483		rna5255	Kwal_34.16205	rna882	Sbay_3.39	rna608	Skud_3.78	Smik_3.99	Spar_3.99	rna307
OG0002779	rna488	SAKL-ORF8524	rna5260		rna879	Sbay_3.44	rna613	Skud_3.85	Smik_3.105	Spar_3.109	rna1749
OG0002780	rna501	SAKL-ORF8497	rna5271	Kwal_34.16131	rna4845	Sbay_5.63	rna1559	Skud_5.80	Smik_5.91	Spar_5.69	
OG0002781	rna502	SAKL-ORF8493	rna5272	Kwal_34.16125	rna4844	Sbay_5.66	rna1557	Skud_5.78	Smik_5.89	Spar_5.67	
OG0002782	rna506	SAKL-ORF6750	rna600	Kwal_33.14654	rna4730	Sbay_14.188	rna5001	Skud_14.182	Smik_14.177	Spar_14.188	
OG0002783	rna511	SAKL-ORF6762	rna596	Kwal_33.14670	rna2317	Sbay_15.324	rna2709	Skud_8.188	Smik_8.208	Spar_8.217	
OG0002784	rna550	SAKL-ORF6163	rna3840	Kwal_47.19052	rna4478	Sbay_5.127	rna1611	Skud_5.139	Smik_5.153	Spar_5.166	
OG0002785	rna552	SAKL-ORF6169	rna3838	Kwal_47.19059	rna4479	Sbay_5.129	rna1613	Skud_5.141	Smik_5.155	Spar_5.168	
OG0002786	rna553	SAKL-ORF6171	rna3837	Kwal_47.19067	rna4480	Sbay_5.131	rna1614	Skud_5.142	Smik_5.156	Spar_5.169	
OG0002787	rna562	SAKL-ORF4168	rna3942	Kwal_47.18585	rna5213	Sbay_13.150	rna4454	Skud_13.140	Smik_13.140	Spar_13.142	
OG0002788	rna572	SAKL-ORF4146	rna3952	Kwal_47.18535	rna4208	Sbay_2.612	rna1389	Skud_4.710	Smik_4.709	Spar_4.804	
OG0002789	rna573	SAKL-ORF4144	rna3953	Kwal_47.18531	rna5218	Sbay_13.142	rna4448	Skud_13.134	Smik_13.134	Spar_13.136	
OG0002790	rna575	SAKL-ORF4136	rna3955	Kwal_47.18518	rna5220	Sbay_13.140	rna4446	Skud_13.132	Smik_13.132	Spar_13.134	
OG0002791	rna576	SAKL-ORF4135	rna3956	Kwal_47.18517	rna4210	Sbay_2.614	rna1391	Skud_4.712	Smik_4.711	Spar_4.806	
OG0002792	rna579	SAKL-ORF4127	rna3959	Kwal_47.18501	rna4211	Sbay_2.616	rna1392	Skud_4.716	Smik_4.716	Spar_4.808	
OG0002793	rna580	SAKL-ORF4123	rna3960	Kwal_47.18499	rna5223	Sbay_13.137		Skud_13.129	Smik_13.129	Spar_13.131	rna2275
OG0002794	rna581	SAKL-ORF4122	rna3961	Kwal_47.18495	rna5224	Sbay_13.136	rna4442	Skud_13.128	Smik_13.128	Spar_13.130	
OG0002795	rna582	SAKL-ORF4121	rna3962	Kwal_47.18487	rna4212	Sbay_2.618	rna1394	Skud_4.718	Smik_4.718	Spar_4.810	
OG0002796	rna583	SAKL-ORF4118	rna3963	Kwal_47.18482	rna4213	Sbay_2.619	rna1395	Skud_4.719	Smik_4.719	Spar_4.811	
OG0002797	rna586	SAKL-ORF4113	rna3965	Kwal_47.18475	rna4217	Sbay_2.621	rna1397	Skud_4.722	Smik_4.723	Spar_4.815	
OG0002798	rna595	Mod_transcript_67	rna3974	Kwal_47.18433	rna5231	Sbay_13.130	rna4436	Skud_13.122	Smik_13.122	Spar_13.124	
OG0002799	rna599	SAKL-ORF4077	rna3978	Kwal_47.18412	rna5233	Sbay_13.128	rna4434	Skud_13.120	Smik_13.120	Spar_13.122	
OG0002800	rna603	SAKL-ORF15370	rna4794	Kwal_56.24178	rna83	Sbay_16.84	rna5870	Skud_16.56	Smik_6.427		rna2687
OG0002801	rna607	SAKL-ORF15358	rna4797	Kwal_56.24167	rna3569	Sbay_7.126	rna2066	Skud_7.134	Smik_7.134	Spar_7.141	
OG0002802	rna614	SAKL-ORF15343	rna4804	Kwal_56.24134	rna3573, rna89	Sbay_7.131		Skud_7.140	Smik_7.139	Spar_7.146	
OG0002803	rna622	SAKL-ORF15327	rna4812	Kwal_56.24100	rna94	Sbay_16.95	rna5881		Smik_6.416	Spar_16.112	rna5734
OG0002804	rna624	SAKL-ORF15325	rna4814	Kwal_56.24094	rna3578	Sbay_7.205	rna2139	Skud_7.216	Smik_7.216	Spar_7.225	
OG0002805	rna630	SAKL-ORF15316	rna4820	Kwal_56.24074	rna3580		rna2137	Skud_7.214	Smik_7.214	Spar_7.223	rna6758
OG0002806	rna634	SAKL-ORF3010	rna2000	Kwal_23.4045	rna266	Sbay_11.36	rna3466	Skud_11.38	Smik_11.42	Spar_11.61	
OG0002807	rna637	SAKL-ORF3019	rna1996	Kwal_23.4066	rna264	Sbay_11.38	rna3468	Skud_11.40	Smik_11.44	Spar_11.63	
OG0002808	rna638	SAKL-ORF3022	rna1995	Kwal_23.4069	rna263	Sbay_11.39	rna3469	Skud_11.41	Smik_11.45	Spar_11.64	
OG0002809	rna640	SAKL-ORF3026	rna1993	Kwal_23.4081	rna261	Sbay_11.41	rna3472	Skud_11.43	Smik_11.47	Spar_11.66	
OG0002810	rna647	SAKL-ORF3056	rna1985	Kwal_23.4129	rna5797	Sbay_10.524	rna4266	Skud_12.492	Smik_12.494	Spar_12.547	
OG0002811	rna649	SAKL-ORF3059	rna1983		rna250	Sbay_4.172	rna869	Skud_4.180	Smik_4.160	Spar_4.205	rna6184
OG0002812	rna655	SAKL-ORF3070	rna1977	Kwal_23.4153	rna5793	Sbay_10.520	rna4261	Skud_12.488	Smik_12.490	Spar_12.543	
OG0002813	rna2670, rna661	SAKL-ORF5874	rna3455			Sbay_5.82	rna1572	Skud_5.96	Smik_5.109	Spar_5.118	rna3697
OG0002814	rna690		rna2096	Kwal_47.16720	rna652	Sbay_12.232	rna3407	Skud_10.363	Smik_10.433	Spar_10.424	rna4911
OG0002815	rna699	SAKL-ORF2783	rna2104	Kwal_47.16683	rna5854	Sbay_12.226	rna3402	Skud_10.358	Smik_10.428	Spar_10.419	
OG0002816	rna700	SAKL-ORF2787	rna2105	Kwal_47.16679	rna649	Sbay_15.400	rna2784	Skud_8.263	Smik_8.286	Spar_8.305	
OG0002817	rna702	SAKL-ORF2789	rna2107	Kwal_47.16674	rna5853	Sbay_12.225	rna3401	Skud_10.357	Smik_10.427	Spar_10.418	
OG0002818	rna704	SAKL-ORF2792	rna2109	Kwal_47.16666	rna5851	Sbay_15.399	rna2783	Skud_8.262	Smik_8.285	Spar_8.304	
