Orthogroup	s_cerevisiae_proteins	l_kluyveri_v2_proteins
OG0003786	rna2044	SAKL-ORF14173
OG0003789	rna1152	SAKL-ORF1366
OG0003790	rna3293	SAKL-ORF11698
OG0003791	rna3087	SAKL-ORF11617
OG0003793	rna3742	SAKL-ORF4604
OG0003796	rna2762	SAKL-ORF2414
OG0003797	rna2771	SAKL-ORF2432
OG0003798	rna4786	SAKL-ORF2452
OG0003799	rna2494	SAKL-ORF2476
OG0003800	rna2497	SAKL-ORF2491
OG0003801	rna2498	SAKL-ORF2493
OG0003805	rna266	SAKL-ORF9181
OG0003806	rna5395	SAKL-ORF8579
OG0003807	rna612	SAKL-ORF8537
OG0003808	rna1565	SAKL-ORF8523
OG0003810	rna619	SAKL-ORF8517
OG0003812	rna5218	SAKL-ORF1503
OG0003813	rna5219	SAKL-ORF1502
OG0003816	rna4262	SAKL-ORF3065
OG0003817	rna873	SAKL-ORF3069
OG0003818	rna6283	SAKL-ORF4761
OG0003819	rna4296	SAKL-ORF2933
OG0003820	rna4201	SAKL-ORF14108
OG0003821	rna261	SAKL-ORF9163
OG0003822	rna258	SAKL-ORF9158
OG0003824	rna953	SAKL-ORF9142
OG0003825	rna3096	SAKL-ORF11466
OG0003827	rna4228	SAKL-ORF2223
OG0003828	rna2277	SAKL-ORF2220
OG0003829	rna2268	SAKL-ORF2189
OG0003831	rna4752	SAKL-ORF9341
OG0003833	rna6034	SAKL-ORF11444, SAKL-ORF1598, SAKL-ORF568
OG0003835	rna377	SAKL-ORF12462, SAKL-ORF1563
OG0003836	rna1268	SAKL-ORF3760
OG0003837	rna5842	SAKL-ORF15497
OG0003838	rna6211	SAKL-ORF5981
OG0003839	rna5383	SAKL-ORF5947
OG0003842	rna176	SAKL-ORF13829
OG0003843	rna310	SAKL-ORF13836
OG0003846	rna2563	SAKL-ORF7815
OG0003847	rna3439	SAKL-ORF14645
OG0003848	rna564	SAKL-ORF12811
OG0003849	rna569	SAKL-ORF12765
OG0003851	rna2741	SAKL-ORF12265
OG0003852	rna435	SAKL-ORF14972
OG0003853	rna4470	SAKL-ORF7869
OG0003854	rna1353	SAKL-ORF4300
OG0003855	rna4711	SAKL-ORF2138
OG0003856	rna4709	SAKL-ORF2135
OG0003857	rna4706	SAKL-ORF1636
OG0003861	rna3668	SAKL-ORF8977
OG0003862	rna1230	SAKL-ORF3607
OG0003863	rna2159	SAKL-ORF320
OG0003864	rna1025	Sakl0H.mRNA.ibl.4.p
OG0003865	rna5768	SAKL-ORF13368
OG0003866	rna5505	SAKL-ORF6941
OG0003867	rna1257	SAKL-ORF3698
OG0003868	rna2286	SAKL-ORF13619
OG0003869	rna5866	SAKL-ORF15391
OG0003870	rna4663	SAKL-ORF15389
OG0003871	rna786	SAKL-ORF5312
OG0003874	rna5798	SAKL-ORF8975
OG0003875	rna1510	SAKL-ORF7941
OG0003876	rna5415	SAKL-ORF7893
OG0003877	rna5115	SAKL-ORF2977
OG0003878	rna3790	SAKL-ORF60
OG0003880	rna3894	SAKL-ORF14425
OG0003883	rna5625	SAKL-ORF1872
OG0003885	rna3880	SAKL-ORF14296
OG0003886	rna4969	SAKL-ORF6633
OG0003887	rna4967	SAKL-ORF6622
OG0003889	rna353	SAKL-ORF13652
OG0003891	rna6168	SAKL-ORF13669
OG0003892	rna3844	SAKL-ORF3495
OG0003893	rna4369	SAKL-ORF9495
OG0003895	rna6043	SAKL-ORF1538
OG0003896	rna1195	SAKL-ORF1498
OG0003899	rna2989	SAKL-ORF5869
OG0003900	rna2544	SAKL-ORF5817
OG0003901	rna3007	SAKL-ORF5688
OG0003902	rna1917	SAKL-ORF5656
OG0003903	rna1099	SAKL-ORF1164
OG0003904	rna1116	SAKL-ORF1238
OG0003905	rna4024	SAKL-ORF1277
OG0003906	rna1127	Mod_transcript_82
OG0003907	rna1133	SAKL-ORF1306
OG0003908	rna2528	SAKL-ORF27
OG0003909	rna2532	SAKL-ORF41
OG0003910	rna1756	SAKL-ORF787
OG0003911	rna1022	SAKL-ORF775
OG0003912	rna4234	SAKL-ORF2246
OG0003913	rna4648	SAKL-ORF7357
OG0003914	rna1325	SAKL-ORF4406
OG0003917	rna1336	SAKL-ORF4378
OG0003918	rna1340	SAKL-ORF4365
OG0003921	rna3948	SAKL-ORF1103
OG0003922	rna886	SAKL-ORF2271
OG0003924	rna4844	SAKL-ORF9663
OG0003925	rna5117	SAKL-ORF7200
OG0003927	rna5438	SAKL-ORF4001
OG0003928	rna3268	SAKL-ORF9536
OG0003929	rna1576	SAKL-ORF726
OG0003930	rna1015	SAKL-ORF749
OG0003931	rna201	SAKL-ORF515
OG0003932	rna2180	SAKL-ORF518
OG0003933	rna2177	SAKL-ORF547
OG0003934	rna182	SAKL-ORF13858
OG0003935	rna183	SAKL-ORF13862
OG0003937	rna5499	SAKL-ORF6456
OG0003938	rna3704	SAKL-ORF11025
OG0003939	rna2457	SAKL-ORF3101
OG0003941	rna3284	SAKL-ORF3200
OG0003942	rna2426	SAKL-ORF3207
OG0003943	rna1205	SAKL-ORF3964
OG0003944	rna946	SAKL-ORF9890
OG0003948	rna5897	SAKL-ORF15269
OG0003951	rna2684	SAKL-ORF4476
OG0003952	rna1302	SAKL-ORF4477
OG0003953	rna3308	SAKL-ORF8430
OG0003954	rna3295	SAKL-ORF8476
OG0003956	rna423	SAKL-ORF1656
OG0003957	rna6017	SAKL-ORF1674
OG0003960	rna386	SAKL-ORF1798
OG0003961	rna385	SAKL-ORF1799
OG0003965	rna5095	SAKL-ORF7121
OG0003966	rna2892	SAKL-ORF7187
OG0003967	rna773	SAKL-ORF5430
OG0003968	rna824	SAKL-ORF672
OG0003969	rna858	Mod_transcript_45
OG0003972	rna59	SAKL-ORF13549
OG0003973	rna5721	SAKL-ORF13967
OG0003974	rna2022	SAKL-ORF162
OG0003975	rna2077	SAKL-ORF15013
OG0003976	rna2094	SAKL-ORF15112
OG0003977	rna2828	SAKL-ORF6380
OG0003978	rna1438	SAKL-ORF10239
OG0003980	rna5229	SAKL-ORF9307
OG0003981	rna1053	SAKL-ORF923
OG0003984	rna3823	SAKL-ORF3395
OG0003985	rna3492	SAKL-ORF4520
OG0003987	rna4616	SAKL-ORF7519
OG0003990	rna2373	SAKL-ORF322
OG0003991	rna3915	SAKL-ORF959
OG0003992	rna3919	SAKL-ORF970
OG0003993	rna1079	SAKL-ORF1067
OG0003995	rna1288	SAKL-ORF3872
OG0003996	rna2608	SAKL-ORF3577
OG0003999	rna1890	SAKL-ORF8798
OG0004000	rna5529	SAKL-ORF6840
OG0004004	rna3572	SAKL-ORF2749
OG0004005	rna1485	SAKL-ORF2755
OG0004007	rna4517	SAKL-ORF13334
OG0004008	rna6084	SAKL-ORF14234
OG0004009	rna6081	SAKL-ORF14251
OG0004010	rna673	SAKL-ORF15661
OG0004011	rna429	SAKL-ORF1610
OG0004013	rna3285	TCONS_novel_00000695_2-frame_1
OG0004014	rna4678	SAKL-ORF15474
OG0004015	rna515	SAKL-ORF14961
OG0004016	rna4125	SAKL-ORF14834
OG0004017	rna3879	SAKL-ORF14297
OG0004018	rna326	SAKL-ORF13775
OG0004019	rna5764	SAKL-ORF13380
OG0004020	rna538	SAKL-ORF13053
OG0004021	rna3701	Sakl0C.mRNA.579.m
OG0004022	rna3700	Mod_transcript_25
OG0004023	rna254	SAKL-ORF10400
OG0004024	rna372	SAKL-ORF10123
OG0004025	rna240	SAKL-ORF9787
OG0004026	rna4345	SAKL-ORF9395
OG0004027	rna954	SAKL-ORF9149
OG0004028	rna3204	SAKL-ORF8891
OG0004029	rna1115, TCONS_novel_00000241-1, rna77, rna4111	Mod_transcript_35, Mod_transcript_78, Mod_transcript_41, Mod_transcript_85
OG0004030	rna1892	SAKL-ORF8553
OG0004031	rna5386	SAKL-ORF8551
OG0004032	rna3423	SAKL-ORF8285
OG0004033	rna4500	SAKL-ORF8237
OG0004034	rna4565	SAKL-ORF7725
OG0004035	rna4593	SAKL-ORF7622
OG0004036	rna4599	SAKL-ORF7603
OG0004037	rna865	SAKL-ORF7493
OG0004038	rna5130	SAKL-ORF7256
OG0004039	rna4978	SAKL-ORF6655
OG0004040	rna1984	SAKL-ORF6199
OG0004041	rna6236	SAKL-ORF6061
OG0004042	rna2340	SAKL-ORF6058
OG0004043	rna4048	SAKL-ORF5240
OG0004044	rna3348	SAKL-ORF5001
OG0004045	rna6259	SAKL-ORF4816
OG0004046	rna6279	SAKL-ORF4772
OG0004047	rna1377	SAKL-ORF4204
OG0004048	rna1235	SAKL-ORF3613
OG0004049	rna2623	SAKL-ORF3597
OG0004050	rna3495	SAKL-ORF3584
OG0004051	rna3277	SAKL-ORF3235
OG0004052	rna4251	SAKL-ORF2313
OG0004053	rna5687	SAKL-ORF2102
OG0004054	rna5654	SAKL-ORF1968
OG0004055	rna6015	SAKL-ORF1681
OG0004056	rna6027	SAKL-ORF1637
OG0004057	rna4505	SAKL-ORF1248
OG0004058	rna3930	SAKL-ORF1040
OG0004059	rna1072	SAKL-ORF1011
OG0004060	rna1788	SAKL-ORF926
OG0004061	rna1031	SAKL-ORF814
OG0004062	rna2220	SAKL-ORF590
OG0004063	rna1717	SAKL-ORF215
OG0004064	rna2029	SAKL-ORF204
OG0004065	rna2527	SAKL-ORF26
OG0004066	rna3781	SAKL-ORF23
OG0004073	rna3661	SAKL-ORF14799
OG0004074	rna3417	SAKL-ORF10832
OG0004075	rna16	SAKL-ORF8137
OG0004078	rna4415	SAKL-ORF8358
OG0004080	rna4452	SAKL-ORF4159
OG0004081	rna4275	SAKL-ORF3014
OG0004082	rna4253	SAKL-ORF2320
OG0004085	rna2234	Sakl0B.mRNA.313.p
OG0004086	rna3067	SAKL-ORF11794
OG0004087	rna2276	SAKL-ORF2217
OG0004091	rna3523	SAKL-ORF7638
OG0004094	rna3340	SAKL-ORF14658
OG0004096	rna540	SAKL-ORF13046
OG0004097	rna1461	SAKL-ORF12814
OG0004100	rna5345	SAKL-ORF10917
OG0004103	rna4699	SAKL-ORF2101
OG0004105	rna659	SAKL-ORF15611
OG0004107	rna5061	SAKL-ORF6943
OG0004108	rna2645	SAKL-ORF3722
OG0004110	rna4164	SAKL-ORF267
OG0004111	rna4172	SAKL-ORF401
OG0004115	rna1948	SAKL-ORF9585
OG0004117	rna3808	SAKL-ORF251
OG0004118	rna3893	SAKL-ORF14422
OG0004119	rna4700	SAKL-ORF2021
OG0004120	rna5629	SAKL-ORF1891
OG0004122	rna4330	TCONS_novel_00000294_1-frame_3
OG0004123	rna1604	SAKL-ORF4845
OG0004124	rna1955	SAKL-ORF6302
OG0004125	rna6052	SAKL-ORF1506
OG0004126	rna5845	SAKL-ORF15473
OG0004127	rna4674	SAKL-ORF15451
OG0004128	rna1914	SAKL.mRNA.258VL.m
OG0004129	rna3104	SAKL-ORF6318
OG0004130	rna1097	SAKL-ORF1158
OG0004133	rna4249	SAKL-ORF2303
OG0004134	rna3358	SAKL-ORF4961
OG0004137	rna3629	SAKL-ORF2662
OG0004138	rna430	SAKL-ORF1609
OG0004139	rna194	SAKL-ORF693
OG0004143	rna6096	SAKL-ORF14197
OG0004144	rna6091	SAKL-ORF14214
OG0004146	rna948	SAKL-ORF9949
OG0004148	rna3562	SAKL-ORF2710
OG0004151	rna2123	SAKL-ORF15256
OG0004152	rna4052	SAKL-ORF5265
OG0004153	rna775	SAKL-ORF5246
OG0004154	rna4840	SAKL-ORF10691
OG0004157	rna414	SAKL-ORF1686
OG0004158	rna13	SAKL-ORF8113
OG0004159	rna10	SAKL-ORF8102
OG0004160	rna4696	SAKL-ORF15569
OG0004161	rna5723	SAKL-ORF13965
OG0004163	rna457	SAKL-ORF15096
OG0004164	rna1865	SAKL-ORF14255
OG0004165	rna5656	SAKL-ORF1987
OG0004166	rna5943	SAKL-ORF1984
OG0004167	rna1165	SAKL-ORF1390
OG0004168	rna3156	SAKL-ORF9078
OG0004169	rna3871	SAKL-ORF7517
OG0004170	rna3864	SAKL-ORF7534
OG0004173	rna280	SAKL-ORF9238
OG0004174	rna1067	SAKL-ORF985
OG0004177	rna5714	SAKL-ORF14000
OG0004179	rna5840	SAKL-ORF15508
OG0004180	rna2824	SAKL-ORF15454
OG0004181	rna4548	SAKL-ORF14746
OG0004182	rna3422	SAKL-ORF14473
OG0004183	rna5718	Mod_transcript_8
OG0004184	rna330	SAKL-ORF13740
OG0004186	rna3053	SAKL-ORF12029
OG0004187	rna4079	SAKL-ORF10944
OG0004189	rna969	SAKL-ORF9196
OG0004190	rna3171	SAKL-ORF9029
OG0004191	rna3202	SAKL-ORF8879
OG0004192	rna4109	SAKL-ORF8782
OG0004193	rna5164	SAKL-ORF8525
OG0004194	rna5819	Mod_transcript_40
OG0004195	rna5409	SAKL-ORF7873
OG0004196	rna548	SAKL-ORF7859, SAKL-ORF893
OG0004197	rna3549	SAKL-ORF7751
OG0004198	rna2868	SAKL-ORF7080
OG0004200	rna1931	SAKL-ORF6269
OG0004201	rna5381, rna5382	SAKL-ORF5833
OG0004202	rna149	SAKL-ORF5180
OG0004203	rna118	SAKL-ORF5064
OG0004204	rna3344	SAKL-ORF5025
OG0004206	rna2687	SAKL-ORF4468
OG0004207	rna1382	SAKL-ORF4179
OG0004208	rna2625	SAKL-ORF3591
OG0004209	rna3837	SAKL-ORF3463
OG0004210	rna2456	SAKL-ORF3102
OG0004211	rna4306	SAKL-ORF2867
OG0004212	rna4542	SAKL-ORF2747
OG0004213	rna4232	SAKL-ORF2231
OG0004214	rna4089	SAKL-ORF1358
OG0004240	rna5289	SAKL-ORF9725
OG0004242	rna3580	SAKL-ORF15767
OG0004243	rna1564	SAKL-ORF8520
OG0004244	rna5014	Sakl0E.mRNA.318.m
OG0004247	rna3403	Sakl0G.mRNA.cn.437.p
OG0004250	rna4220	SAKL-ORF14022
OG0004252	rna693	SAKL-ORF12062
OG0004253	rna4914	SAKL-ORF12104
OG0004254	rna92	SAKL-ORF10776
OG0004255	rna4783	Sakl0D.mRNA.ld.1.m
OG0004256	rna4705	SAKL-ORF2121
OG0004259	rna4169	SAKL-ORF643
OG0004270	rna5852	SAKL-ORF15442
OG0004272	rna6289	SAKL-ORF8651
OG0004274	rna6294	SAKL-ORF9846
OG0004277	rna3380	SAKL-ORF4888
OG0004280	rna5500	SAKL-ORF6454
OG0004281	rna2028	SAKL-ORF202
OG0004287	rna4073	SAKL-ORF5361
OG0004289	rna6185	SAKL-ORF13594
OG0004291	rna3870	SAKL-ORF7524
OG0004294	rna5323	SAKL-ORF10098
OG0004296	rna2082	SAKL-ORF15063
OG0004297	rna6190	SAKL-ORF13577
OG0004298	rna1792	SAKL-ORF13139
OG0004299	rna568	SAKL-ORF12783
OG0004300	rna3130	Mod_transcript_24
OG0004301	rna3697	SAKL-ORF10919
OG0004302	rna297	SAKL-ORF9303
OG0004303	rna290	SAKL-ORF9274
OG0004304	rna622	SAKL-ORF8487
OG0004305	rna4493	SAKL-ORF8255
OG0004306	rna1596	SAKL-ORF5969
OG0004307	rna2981	SAKL-ORF5924
OG0004308	rna2955	SAKL-ORF5609
OG0004309	rna171	SAKL-ORF4932
OG0004310	rna4921	SAKL-ORF4610
OG0004311	rna1206	SAKL-ORF3960
OG0004312	rna1262	SAKL-ORF3728
OG0004313	rna1250	SAKL-ORF3679
OG0004314	rna3288	SAKL-ORF3191
OG0004315	rna2737	Sakl0G.mRNA.7040.m
OG0004316	rna3571	SAKL-ORF2741
OG0004317	rna420	SAKL-ORF1669
OG0004318	rna6023	SAKL-ORF1654
OG0004320	rna3840	SAKL-ORF370
OG0004323	rna1412	TCONS_novel_00000662_1-frame_1
OG0004370	rna955	SAKL-ORF9150
OG0004371	rna5357	SAKL-ORF9336
OG0004372	rna341	SAKL-ORF13683
OG0004381	rna1665	SAKL-ORF5482
OG0004398	rna2718	SAKL-ORF6714
OG0004408	rna2597	SAKL-ORF3557
OG0004410	rna898	SAKL-ORF10551
OG0004417	rna3196	SAKL-ORF8863
OG0004423	rna6057	SAKL-ORF7425
OG0004426	rna5147	SAKL-ORF8742
OG0004434	rna5033	SAKL-ORF6818
OG0004436	rna3884	SAKL-ORF14330
OG0004438	rna3057	TCONS_novel_00000201_1-frame_2
OG0004441	rna6095	SAKL-ORF14201
OG0004444	rna1938	SAKL-ORF8040
OG0004445	rna6058	SAKL-ORF7420
OG0004446	rna5631	SAKL-ORF1896
OG0004574	rna4185	SAKL-ORF349
OG0004587	rna1953	SAKL-ORF6304
OG0004640	rna3435	SAKL-ORF14603
OG0004641	rna1496	SAKL-ORF11503
OG0004643	rna2170	SAKL-ORF6158
OG0004644	rna1497	SAKL-ORF3427
OG0004895	rna2919	SAKL-ORF5456
OG0004922	rna3973	SAKL-ORF1202
OG0005146	rna2390	SAKL-ORF3301
OG0005666	rna2221	TCONS_novel_00000784_3-frame_3
